,a,b,g,d,l,k,r_V1,r_V2,r_I,distances
123,0.92,0.1213258419137013,0.2125448308847006,0.5545629663760767,0.05451761594252971,0.047619047619047616,0.24453301513243156,0.009105242560393035,0.10698981747876939,0.04787950705642054
124,0.92,0.24523435413173933,0.09755733495309238,0.9151031783851826,0.05532700833600604,0.047619047619047616,0.19541421450755433,0.17434923823047319,0.09446817531805551,0.05391360956043486
125,0.92,0.5283265792631374,0.14050777643623652,0.9635473459711104,0.0012079121508398738,0.047619047619047616,0.07383795620441705,0.048826014232540293,0.10102776362750644,0.0894623541409415
126,0.92,0.3166093248210931,0.18845726667574814,0.9737955373533432,0.05063773108988209,0.047619047619047616,0.2281839695089069,0.09283580673363168,0.12409764391408097,0.0861050313550612
127,0.92,0.3075121892074327,0.10880736809679759,0.9462008548917968,0.1593773494836071,0.047619047619047616,0.031283726620992415,0.024349868803164913,0.09788038887475711,0.053734371403626593
128,0.92,0.19732962337840437,0.09327100140147966,0.5008957734592338,0.22918832990114388,0.047619047619047616,0.18696483240732942,0.12350414607060044,0.12169236614900188,0.07101487520816284
129,0.92,0.6494588385325867,0.17599004559713843,0.8523570220313655,0.0894922216799979,0.047619047619047616,0.009461768141022453,0.0026804033122020503,0.07689823168967663,0.07654461717824343
130,0.92,0.14806462413660793,0.23778508745266852,0.8240645995631677,0.03958210181079408,0.047619047619047616,0.051781287009010024,0.005068187172866888,0.08408062168907668,0.05951569906376448
131,0.92,0.724949860809984,0.0735517339411276,0.7814355759932566,0.02252104895049914,0.047619047619047616,0.007024206816982825,0.0018633368384173199,0.07835278630875837,0.08294245753238766
132,0.92,0.41285129515112734,0.12510869504851363,0.819292663775738,0.010803970187025835,0.047619047619047616,0.007083835158405238,0.0013567697798095462,0.07778685653647747,0.06860862142966509
133,0.92,0.06364064116470042,0.05959856878572885,0.9406945287959455,0.1074724345046334,0.047619047619047616,0.23943369640960374,0.038440519850288915,0.12983772256086673,0.06409306257396882
134,0.92,0.45880619862612626,0.07009993064010439,0.782358191837947,0.230925621323877,0.047619047619047616,0.1558375689159257,0.12137318202060769,0.10076182274194868,0.06769640471496909
135,0.92,0.38249388022225117,0.09307986027168169,0.7360177226127383,0.21094100258196796,0.047619047619047616,0.034498063224797516,0.0032028505836695993,0.07696023575009381,0.07591402289169294
136,0.92,0.32173320162334623,0.2064573916472549,0.9904121451259046,0.04211171841283323,0.047619047619047616,0.03242986314152128,0.01871399776795648,0.10023462260602506,0.05658872208990122
137,0.92,0.20878509820914698,0.19767007316697188,0.6012891940200211,0.08552282468872477,0.047619047619047616,0.037949565204878945,0.0028621598027584534,0.09360534328834859,0.05372738411309393
138,0.92,0.37863624670466706,0.22042258697395917,0.7078234461793855,0.1090188658982765,0.047619047619047616,0.22767851668685904,0.15126749049152982,0.10149077502177226,0.05885970941656247
